"","treeID","stemID","dbh","genus","species","Family"
"406",3785,3785,11.49000015,"Celtis","occidentalis","Cannabaceae"
"407",1128,1128,9.209999847,"Celtis","occidentalis","Cannabaceae"
"408",2546,2546,23.43000031,"Celtis","occidentalis","Cannabaceae"
"409",3731,3731,9.490000153,"Celtis","occidentalis","Cannabaceae"
"410",2626,32501,4.1,"Celtis","occidentalis","Cannabaceae"
"411",2434,2434,8.919999695,"Celtis","occidentalis","Cannabaceae"
"412",2629,2629,11.71999969,"Celtis","occidentalis","Cannabaceae"
"413",2620,2620,7.059999847,"Celtis","occidentalis","Cannabaceae"
"414",6054,6054,5.490000153,"Chionanthus","virginicus","Oleaceae"
"415",6033,6033,1.85,"Chionanthus","virginicus","Oleaceae"
"416",6033,32939,1.85,"Chionanthus","virginicus","Oleaceae"
"417",2410,2410,1.25,"Corylus","americana","Betulaceae"
"418",6159,6159,1.710000038,"Cornus","florida","Cornaceae"
"419",6126,6126,3.540000153,"Cornus","florida","Cornaceae"
"420",6179,6179,4.840000153,"Cornus","florida","Cornaceae"
"421",3743,3743,1.410000038,"Cornus","florida","Cornaceae"
"422",6153,6153,3.139999962,"Cornus","florida","Cornaceae"
"423",6098,6098,6.090000153,"Cornus","florida","Cornaceae"
"424",6167,32957,5.15,"Cornus","florida","Cornaceae"
"425",2398,2398,12.75999985,"Cornus","florida","Cornaceae"
"426",6205,6205,5.529999924,"Cornus","florida","Cornaceae"
"427",6202,6202,5.079999924,"Cornus","florida","Cornaceae"
"428",3950,3950,5.409999847,"Cornus","florida","Cornaceae"
"429",3784,32646,1.310000038,"Cornus","florida","Cornaceae"
"430",6079,6079,6.309999847,"Cornus","florida","Cornaceae"
"431",6167,6167,5.979999924,"Cornus","florida","Cornaceae"
"432",6147,6147,3.759999847,"Cornus","florida","Cornaceae"
"433",6048,6048,7.080000305,"Cornus","florida","Cornaceae"
"434",3790,3790,4.579999924,"Cornus","florida","Cornaceae"
"435",5018,5018,9.619999695,"Cornus","florida","Cornaceae"
"436",3784,3784,6.819999695,"Cornus","florida","Cornaceae"
"437",6080,6080,6.279999924,"Cornus","florida","Cornaceae"
"438",6049,6049,3.909999847,"Cornus","florida","Cornaceae"
"439",6207,6207,5.879999924,"Cornus","florida","Cornaceae"
"440",2399,2399,5.559999847,"Cornus","florida","Cornaceae"
"441",6144,6144,5.129999924,"Cornus","florida","Cornaceae"
"442",3760,3760,1.319999981,"Elaeagnus","umbellata","Elaeagnaceae"
"443",5003,5003,14.36000061,"Fagus","grandifolia","Fagaceae"
"444",3855,3855,12.20999985,"Fagus","grandifolia","Fagaceae"
"445",4966,4966,5.479999924,"Fagus","grandifolia","Fagaceae"
"446",5008,5008,11.69000015,"Fagus","grandifolia","Fagaceae"
"447",4966,32806,2.310000038,"Fagus","grandifolia","Fagaceae"
"448",4976,4976,6.419999695,"Fagus","grandifolia","Fagaceae"
"449",6093,6093,17.35,"Fagus","grandifolia","Fagaceae"
"450",3853,3853,13.78000031,"Fagus","grandifolia","Fagaceae"
"451",4957,4957,15.93999939,"Fagus","grandifolia","Fagaceae"
"452",3865,3865,11.70999985,"Fagus","grandifolia","Fagaceae"
"453",6193,6193,11.25,"Fagus","grandifolia","Fagaceae"
"454",6203,6203,6.740000153,"Fagus","grandifolia","Fagaceae"
"455",6204,6204,4,"Fagus","grandifolia","Fagaceae"
"456",6189,6189,10.3,"Fagus","grandifolia","Fagaceae"
"457",1165,1165,27.57999878,"Fagus","grandifolia","Fagaceae"
"458",5013,5013,12.7,"Fagus","grandifolia","Fagaceae"
"459",4962,4962,16.35,"Fagus","grandifolia","Fagaceae"
"460",4956,4956,15.13999939,"Fagus","grandifolia","Fagaceae"
"461",5012,5012,15.13999939,"Fagus","grandifolia","Fagaceae"
"462",1175,1175,9.090000153,"Fagus","grandifolia","Fagaceae"
"463",4958,4958,8.640000153,"Fagus","grandifolia","Fagaceae"
"464",4975,4975,9.730000305,"Fagus","grandifolia","Fagaceae"
"465",4970,4970,14.08000031,"Fagus","grandifolia","Fagaceae"
"466",3839,3839,9.969999695,"Fagus","grandifolia","Fagaceae"
"467",4944,4944,12.75999985,"Fagus","grandifolia","Fagaceae"
"468",3856,3856,7.209999847,"Fagus","grandifolia","Fagaceae"
"469",4974,4974,13.31999969,"Fagus","grandifolia","Fagaceae"
"470",1219,1219,10.38000031,"Fraxinus","americana","Oleaceae"
"471",2498,2498,7.040000153,"Fraxinus","americana","Oleaceae"
"472",1221,1221,25.18999939,"Fraxinus","americana","Oleaceae"
"473",3724,3724,19.78999939,"Fraxinus","americana","Oleaceae"
"474",6052,6052,64.67999878,"Fraxinus","americana","Oleaceae"
"475",4805,4805,10,"Fraxinus","americana","Oleaceae"
"476",6050,6050,83.35999756,"Fraxinus","americana","Oleaceae"
"477",1182,1182,40.53999939,"Fraxinus","americana","Oleaceae"
"478",3946,3946,12.81000061,"Fraxinus","americana","Oleaceae"
"479",3797,3797,68.17000122,"Fraxinus","americana","Oleaceae"
"480",3707,3707,50.6,"Fraxinus","americana","Oleaceae"
"481",1164,1164,33.58999939,"Fraxinus","americana","Oleaceae"
"482",2336,2336,27.33999939,"Fraxinus","americana","Oleaceae"
"483",4841,4841,13.28000031,"Fraxinus","americana","Oleaceae"
"484",6090,6090,48.02000122,"Fraxinus","americana","Oleaceae"
"485",6001,6001,19.53000031,"Fraxinus","americana","Oleaceae"
"486",4843,4843,29.32999878,"Fraxinus","americana","Oleaceae"
"487",2661,2661,54.32000122,"Fraxinus","americana","Oleaceae"
"488",4804,4804,5.570000076,"Fraxinus","americana","Oleaceae"
"489",3668,3668,47.42000122,"Fraxinus","americana","Oleaceae"
"490",3799,3799,28.12999878,"Fraxinus","americana","Oleaceae"
"491",4876,4876,60.97999878,"Fraxinus","americana","Oleaceae"
"492",1049,1049,18.48000031,"Fraxinus","americana","Oleaceae"
"493",3737,3737,13.88999939,"Fraxinus","americana","Oleaceae"
"494",6010,6010,13,"Fraxinus","americana","Oleaceae"
"495",1112,1112,49.36000061,"Fraxinus","americana","Oleaceae"
"496",3680,3680,21.36999969,"Fraxinus","americana","Oleaceae"
"497",4841,32782,11.05999985,"Fraxinus","americana","Oleaceae"
"498",2347,2347,36.23999939,"Fraxinus","americana","Oleaceae"
"499",6002,6002,12.2,"Fraxinus","americana","Oleaceae"
"500",4858,4858,9.380000305,"Fraxinus","americana","Oleaceae"
"501",3719,3719,12.81000061,"Fraxinus","americana","Oleaceae"
"502",2401,2401,74.49000244,"Fraxinus","americana","Oleaceae"
"503",3947,3947,41.18999939,"Fraxinus","americana","Oleaceae"
"504",3733,3733,11.76999969,"Fraxinus","americana","Oleaceae"
"505",2503,2503,7.009999847,"Fraxinus","americana","Oleaceae"
"506",1011,1011,19.46000061,"Fraxinus","americana","Oleaceae"
"507",4816,4816,6.780000305,"Fraxinus","americana","Oleaceae"
"508",3818,3818,9.669999695,"Fraxinus","americana","Oleaceae"
"509",6023,6023,17.03000031,"Fraxinus","americana","Oleaceae"
"510",4843,32783,11.33000031,"Fraxinus","americana","Oleaceae"
"511",2490,2490,35.62999878,"Fraxinus","americana","Oleaceae"
"512",1131,1131,44.92000122,"Fraxinus","americana","Oleaceae"
"513",6009,6009,8.3,"Fraxinus","americana","Oleaceae"
"514",2635,2635,28.56000061,"Fraxinus","americana","Oleaceae"
"515",3766,3766,52.5,"Fraxinus","americana","Oleaceae"
"516",4861,4861,11.23000031,"Fraxinus","americana","Oleaceae"
"517",2571,2571,68.97999878,"Fraxinus","americana","Oleaceae"
"518",1018,1018,12.00999985,"Fraxinus","americana","Oleaceae"
"519",4849,4849,2.620000076,"Fraxinus","americana","Oleaceae"
"520",3702,3702,92.02000122,"Fraxinus","americana","Oleaceae"
"521",2331,2331,28.65,"Fraxinus","americana","Oleaceae"
"522",38,31230,1.430000019,"Fraxinus","nigra","Oleaceae"
"523",1151,1151,12.88999939,"Fraxinus","nigra","Oleaceae"
"524",38,38309,1.269999981,"Fraxinus","nigra","Oleaceae"
"525",38,36499,1.35,"Fraxinus","nigra","Oleaceae"
"526",2418,2418,23.11999969,"Fraxinus","nigra","Oleaceae"
"527",1140,1140,13.58999939,"Fraxinus","nigra","Oleaceae"
"528",84,84,16.98000031,"Fraxinus","nigra","Oleaceae"
"529",2429,2429,19.28000031,"Fraxinus","nigra","Oleaceae"
"530",4800,4800,10.69000015,"Fraxinus","nigra","Oleaceae"
"531",1151,32238,1.3,"Fraxinus","nigra","Oleaceae"
"532",2435,2435,7.090000153,"Fraxinus","nigra","Oleaceae"
"533",4863,4863,6.930000305,"Fraxinus","nigra","Oleaceae"
"534",1135,1135,11.58000031,"Fraxinus","nigra","Oleaceae"
"535",3794,3794,4.470000076,"Fraxinus","nigra","Oleaceae"
"536",2383,2383,12.26999969,"Fraxinus","nigra","Oleaceae"
"537",2418,32451,1.629999924,"Fraxinus","nigra","Oleaceae"
"538",4984,4984,29.77999878,"Fraxinus","nigra","Oleaceae"
"539",3789,3789,15.81000061,"Fraxinus","nigra","Oleaceae"
"540",3788,3788,13.76000061,"Fraxinus","nigra","Oleaceae"
"541",38,38,4.279999924,"Fraxinus","nigra","Oleaceae"
"542",2408,2408,20.93000031,"Fraxinus","nigra","Oleaceae"
"543",84,31276,15.13000031,"Fraxinus","nigra","Oleaceae"
"544",4851,4851,1.3,"Fraxinus","pennsylvanica","Oleaceae"
"545",4852,32784,1.670000076,"Fraxinus","sp","Oleaceae"
"546",5019,32815,1.820000076,"Hamamelis","virginiana","Hamamelidaceae"
"547",3825,3825,3.809999847,"Hamamelis","virginiana","Hamamelidaceae"
"548",3751,3751,1.410000038,"Hamamelis","virginiana","Hamamelidaceae"
"549",6178,37245,1.219999981,"Hamamelis","virginiana","Hamamelidaceae"
"550",4914,37183,1.469999981,"Hamamelis","virginiana","Hamamelidaceae"
"551",3750,3750,3.690000153,"Hamamelis","virginiana","Hamamelidaceae"
"552",3850,32664,2.010000038,"Hamamelis","virginiana","Hamamelidaceae"
"553",88,39113,1.030000019,"Hamamelis","virginiana","Hamamelidaceae"
"554",3718,40172,1.019999981,"Hamamelis","virginiana","Hamamelidaceae"
"555",3850,3850,2.379999924,"Hamamelis","virginiana","Hamamelidaceae"
"556",6178,6178,3.590000153,"Hamamelis","virginiana","Hamamelidaceae"
"557",133,31323,2.610000038,"Hamamelis","virginiana","Hamamelidaceae"
"558",88,36521,2.560000038,"Hamamelis","virginiana","Hamamelidaceae"
"559",27,40030,1.180000019,"Hamamelis","virginiana","Hamamelidaceae"
"560",3718,40156,1.9,"Hamamelis","virginiana","Hamamelidaceae"
"561",3840,37145,1.679999924,"Hamamelis","virginiana","Hamamelidaceae"
"562",3748,32641,1.7,"Hamamelis","virginiana","Hamamelidaceae"
"563",3840,39272,3.240000153,"Hamamelis","virginiana","Hamamelidaceae"
"564",23,39101,1.15,"Hamamelis","virginiana","Hamamelidaceae"
"565",88,38321,2.489999962,"Hamamelis","virginiana","Hamamelidaceae"
"566",3840,38631,3.590000153,"Hamamelis","virginiana","Hamamelidaceae"
"567",3718,40145,1.910000038,"Hamamelis","virginiana","Hamamelidaceae"
"568",3750,32642,2.920000076,"Hamamelis","virginiana","Hamamelidaceae"
"569",88,88,2.829999924,"Hamamelis","virginiana","Hamamelidaceae"
"570",23,31215,2.3,"Hamamelis","virginiana","Hamamelidaceae"
"571",3840,3840,6.120000076,"Hamamelis","virginiana","Hamamelidaceae"
"572",3745,32639,2.089999962,"Hamamelis","virginiana","Hamamelidaceae"
"573",4920,39622,2.279999924,"Hamamelis","virginiana","Hamamelidaceae"
"574",4920,37185,1.739999962,"Hamamelis","virginiana","Hamamelidaceae"
"575",3845,32663,1.069999981,"Hamamelis","virginiana","Hamamelidaceae"
"576",5019,5019,3.379999924,"Hamamelis","virginiana","Hamamelidaceae"
"577",3718,40168,4.7,"Hamamelis","virginiana","Hamamelidaceae"
"578",3749,3749,1.4,"Hamamelis","virginiana","Hamamelidaceae"
"579",3826,3826,3.779999924,"Hamamelis","virginiana","Hamamelidaceae"
"580",3718,39928,2.6,"Hamamelis","virginiana","Hamamelidaceae"
"581",23,38301,1.670000076,"Hamamelis","virginiana","Hamamelidaceae"
"582",88,31280,2.820000076,"Hamamelis","virginiana","Hamamelidaceae"
"583",23,23,2.489999962,"Hamamelis","virginiana","Hamamelidaceae"
"584",3718,40127,1.480000019,"Hamamelis","virginiana","Hamamelidaceae"
"585",4920,32797,1.430000019,"Hamamelis","virginiana","Hamamelidaceae"
"586",3746,3746,1.6,"Hamamelis","virginiana","Hamamelidaceae"
"587",4920,38651,3.659999847,"Hamamelis","virginiana","Hamamelidaceae"
"588",4914,32793,1.339999962,"Hamamelis","virginiana","Hamamelidaceae"
"589",3840,32660,1.210000038,"Hamamelis","virginiana","Hamamelidaceae"
"590",3718,39270,1.1,"Hamamelis","virginiana","Hamamelidaceae"
"591",3852,3852,1.760000038,"Hamamelis","virginiana","Hamamelidaceae"
"592",3805,39929,1.269999981,"Hamamelis","virginiana","Hamamelidaceae"
"593",3751,32643,1.010000038,"Hamamelis","virginiana","Hamamelidaceae"
"594",133,133,2.660000038,"Hamamelis","virginiana","Hamamelidaceae"
"595",23,36488,1.989999962,"Hamamelis","virginiana","Hamamelidaceae"
"596",3715,3715,4.209999847,"Hamamelis","virginiana","Hamamelidaceae"
"597",3745,3745,2.589999962,"Hamamelis","virginiana","Hamamelidaceae"
"598",3805,32649,8.259999847,"Hamamelis","virginiana","Hamamelidaceae"
"599",3941,32676,1.920000076,"Hamamelis","virginiana","Hamamelidaceae"
"600",3755,3755,1.189999962,"Hamamelis","virginiana","Hamamelidaceae"
"601",4920,4920,4.220000076,"Hamamelis","virginiana","Hamamelidaceae"
"602",4925,37188,1.95,"Hamamelis","virginiana","Hamamelidaceae"
"603",3718,40163,5.409999847,"Hamamelis","virginiana","Hamamelidaceae"
"604",3718,37136,1.889999962,"Hamamelis","virginiana","Hamamelidaceae"
"605",3825,32654,2.870000076,"Hamamelis","virginiana","Hamamelidaceae"
"606",3718,39813,1.639999962,"Hamamelis","virginiana","Hamamelidaceae"
"607",3752,3752,2.210000038,"Hamamelis","virginiana","Hamamelidaceae"
"608",3718,40062,5.670000076,"Hamamelis","virginiana","Hamamelidaceae"
"609",2397,2397,5.040000153,"Hamamelis","virginiana","Hamamelidaceae"
"610",3805,3805,9.419999695,"Hamamelis","virginiana","Hamamelidaceae"
"611",27,39968,1.489999962,"Hamamelis","virginiana","Hamamelidaceae"
"612",27,39879,2.189999962,"Hamamelis","virginiana","Hamamelidaceae"
"613",27,39741,2.460000038,"Hamamelis","virginiana","Hamamelidaceae"
"614",3718,3718,6.05,"Hamamelis","virginiana","Hamamelidaceae"
"615",3845,3845,4.729999924,"Hamamelis","virginiana","Hamamelidaceae"
"616",6178,32960,3.139999962,"Hamamelis","virginiana","Hamamelidaceae"
"617",133,36541,2.1,"Hamamelis","virginiana","Hamamelidaceae"
"618",3718,32633,1.019999981,"Hamamelis","virginiana","Hamamelidaceae"
"619",27,27,7.45,"Hamamelis","virginiana","Hamamelidaceae"
"620",3941,3941,2.210000038,"Hamamelis","virginiana","Hamamelidaceae"
"621",3844,32662,1.789999962,"Hamamelis","virginiana","Hamamelidaceae"
"622",81,31273,1.139999962,"Hamamelis","virginiana","Hamamelidaceae"
"623",3838,38630,1.010000038,"Hamamelis","virginiana","Hamamelidaceae"
"624",81,81,1.2,"Hamamelis","virginiana","Hamamelidaceae"
"625",27,39504,2.670000076,"Hamamelis","virginiana","Hamamelidaceae"
"626",6177,32959,4.05,"Hamamelis","virginiana","Hamamelidaceae"
"627",6177,6177,5.190000153,"Hamamelis","virginiana","Hamamelidaceae"
"628",4925,32801,1.95,"Hamamelis","virginiana","Hamamelidaceae"
"629",4914,4914,2.020000076,"Hamamelis","virginiana","Hamamelidaceae"
"630",3718,40100,2.6,"Hamamelis","virginiana","Hamamelidaceae"
"631",3718,38626,1.55,"Hamamelis","virginiana","Hamamelidaceae"
"632",3805,39271,2.35,"Hamamelis","virginiana","Hamamelidaceae"
"633",27,31219,1.169999981,"Hamamelis","virginiana","Hamamelidaceae"
"634",3844,3844,1.889999962,"Hamamelis","virginiana","Hamamelidaceae"
"635",3838,37144,2.129999924,"Hamamelis","virginiana","Hamamelidaceae"
"636",3753,3753,1.289999962,"Hamamelis","virginiana","Hamamelidaceae"
"637",3826,38629,2.079999924,"Hamamelis","virginiana","Hamamelidaceae"
"638",3805,37140,1.539999962,"Hamamelis","virginiana","Hamamelidaceae"
"639",3718,39615,1.589999962,"Hamamelis","virginiana","Hamamelidaceae"
"640",27,36491,6.109999847,"Hamamelis","virginiana","Hamamelidaceae"
"641",3718,40008,1.810000038,"Hamamelis","virginiana","Hamamelidaceae"
"642",3805,39814,1.480000019,"Hamamelis","virginiana","Hamamelidaceae"
"643",3805,39616,1.679999924,"Hamamelis","virginiana","Hamamelidaceae"
"644",3805,38627,1.569999981,"Hamamelis","virginiana","Hamamelidaceae"
"645",3715,32632,1.2,"Hamamelis","virginiana","Hamamelidaceae"
"646",3838,3838,3.279999924,"Hamamelis","virginiana","Hamamelidaceae"
"647",4931,4931,2.410000038,"Hamamelis","virginiana","Hamamelidaceae"
"648",27,39103,5.059999847,"Hamamelis","virginiana","Hamamelidaceae"
"649",3826,32655,1.760000038,"Hamamelis","virginiana","Hamamelidaceae"
"650",4925,4925,2.320000076,"Hamamelis","virginiana","Hamamelidaceae"
"651",3838,32659,2.770000076,"Hamamelis","virginiana","Hamamelidaceae"
"652",3826,37142,1.319999981,"Hamamelis","virginiana","Hamamelidaceae"
"653",1141,32234,1.2,"Ilex","verticillata","Aquifoliaceae"
"654",26,40180,1.929999924,"Ilex","verticillata","Aquifoliaceae"
"655",1143,1143,1.620000076,"Ilex","verticillata","Aquifoliaceae"
"656",26,39503,1.410000038,"Ilex","verticillata","Aquifoliaceae"
"657",26,26,4.509999847,"Ilex","verticillata","Aquifoliaceae"
"658",26,40159,1.010000038,"Ilex","verticillata","Aquifoliaceae"
"659",26,40179,2.170000076,"Ilex","verticillata","Aquifoliaceae"
"660",26,40166,3.920000076,"Ilex","verticillata","Aquifoliaceae"
"661",1145,1145,1.489999962,"Ilex","verticillata","Aquifoliaceae"
"662",26,39102,1.5,"Ilex","verticillata","Aquifoliaceae"
"663",1146,1146,4.429999924,"Ilex","verticillata","Aquifoliaceae"
"664",1141,36972,1.089999962,"Ilex","verticillata","Aquifoliaceae"
"665",1144,1144,2.4,"Ilex","verticillata","Aquifoliaceae"
"666",26,40029,1.219999981,"Ilex","verticillata","Aquifoliaceae"
"667",1142,1142,1.389999962,"Ilex","verticillata","Aquifoliaceae"
"668",26,40178,2.170000076,"Ilex","verticillata","Aquifoliaceae"
"669",26,40177,2.229999924,"Ilex","verticillata","Aquifoliaceae"
"670",26,40149,1.010000038,"Ilex","verticillata","Aquifoliaceae"
"671",26,40174,2.520000076,"Ilex","verticillata","Aquifoliaceae"
"672",26,31218,1.870000076,"Ilex","verticillata","Aquifoliaceae"
"673",1146,32236,3.409999847,"Ilex","verticillata","Aquifoliaceae"
"674",1141,1141,1.25,"Ilex","verticillata","Aquifoliaceae"
"675",26,36490,1.760000038,"Ilex","verticillata","Aquifoliaceae"
"676",26,39967,1.310000038,"Ilex","verticillata","Aquifoliaceae"
"677",1144,32235,1.180000019,"Ilex","verticillata","Aquifoliaceae"
"678",26,38302,1.55,"Ilex","verticillata","Aquifoliaceae"
"679",26,40170,3.459999847,"Ilex","verticillata","Aquifoliaceae"
"680",26,40108,4.4,"Ilex","verticillata","Aquifoliaceae"
"681",26,39740,1.310000038,"Ilex","verticillata","Aquifoliaceae"
"682",26,40133,1.1,"Ilex","verticillata","Aquifoliaceae"
"683",26,40075,1.139999962,"Ilex","verticillata","Aquifoliaceae"
"684",26,39878,1.310000038,"Ilex","verticillata","Aquifoliaceae"
"685",1009,1009,54.19000244,"Juglans","nigra","Juglandaceae"
"686",2688,2688,48.12999878,"Juglans","nigra","Juglandaceae"
"687",1006,1006,59.99000244,"Juglans","nigra","Juglandaceae"
"688",2453,2453,63.62999878,"Juglans","nigra","Juglandaceae"
"689",2344,2344,50.73999939,"Juglans","nigra","Juglandaceae"
"690",104,31295,24.9,"Juglans","nigra","Juglandaceae"
"691",104,104,28.17999878,"Juglans","nigra","Juglandaceae"
"692",3775,3775,27.71000061,"Juglans","nigra","Juglandaceae"
"693",3732,3732,39.48999939,"Juglans","nigra","Juglandaceae"
"694",4768,4768,36.26000061,"Juglans","nigra","Juglandaceae"
"695",3783,3783,24.81000061,"Juglans","nigra","Juglandaceae"
"696",1104,1104,76.19000244,"Juglans","nigra","Juglandaceae"
"697",4779,4779,36.87000122,"Juglans","nigra","Juglandaceae"
"698",2,2,2.370000076,"Lindera","benzoin","Lauraceae"
"699",2,31195,1.069999981,"Lindera","benzoin","Lauraceae"
"700",1,31194,1.6,"Lindera","benzoin","Lauraceae"
"701",13,36481,1.339999962,"Lindera","benzoin","Lauraceae"
"702",15,31208,1.269999981,"Lindera","benzoin","Lauraceae"
"703",13,13,1.539999962,"Lindera","benzoin","Lauraceae"
"704",13,31206,1.369999981,"Lindera","benzoin","Lauraceae"
"705",15,15,1.55,"Lindera","benzoin","Lauraceae"
"706",16,38297,1.1,"Lindera","benzoin","Lauraceae"
"707",17,17,6.819999695,"Lindera","benzoin","Lauraceae"
"708",1,1,2.789999962,"Lindera","benzoin","Lauraceae"
"709",16,36483,1.239999962,"Lindera","benzoin","Lauraceae"
"710",17,38298,1.419999981,"Lindera","benzoin","Lauraceae"
"711",17,39098,1.410000038,"Lindera","benzoin","Lauraceae"
"712",17,31210,1.710000038,"Lindera","benzoin","Lauraceae"
"713",17,36484,1.45,"Lindera","benzoin","Lauraceae"
"714",17,39875,2.7,"Lindera","benzoin","Lauraceae"
"715",17,39964,2.420000076,"Lindera","benzoin","Lauraceae"
"716",14,31207,1.369999981,"Lindera","benzoin","Lauraceae"
"717",14,36482,1.1,"Lindera","benzoin","Lauraceae"
"718",17,40106,2.029999924,"Lindera","benzoin","Lauraceae"
"719",17,40131,1.979999924,"Lindera","benzoin","Lauraceae"
"720",17,40147,1.810000038,"Lindera","benzoin","Lauraceae"
"721",17,40073,2.079999924,"Lindera","benzoin","Lauraceae"
"722",18,31211,1.620000076,"Lindera","benzoin","Lauraceae"
"723",18,36485,1.169999981,"Lindera","benzoin","Lauraceae"
"724",19,19,2.029999924,"Lindera","benzoin","Lauraceae"
"725",18,18,1.929999924,"Lindera","benzoin","Lauraceae"
"726",17,39737,6.309999847,"Lindera","benzoin","Lauraceae"
"727",20,31213,1.05,"Lindera","benzoin","Lauraceae"
"728",20,36486,2.120000076,"Lindera","benzoin","Lauraceae"
"729",17,39500,1.35,"Lindera","benzoin","Lauraceae"
"730",20,39099,1.360000038,"Lindera","benzoin","Lauraceae"
"731",20,39501,1.330000019,"Lindera","benzoin","Lauraceae"
"732",20,39738,1.239999962,"Lindera","benzoin","Lauraceae"
"733",20,39876,1.210000038,"Lindera","benzoin","Lauraceae"
"734",20,39965,1.119999981,"Lindera","benzoin","Lauraceae"
"735",20,40027,1.1,"Lindera","benzoin","Lauraceae"
"736",22,22,6.569999695,"Lindera","benzoin","Lauraceae"
"737",22,31214,1.369999981,"Lindera","benzoin","Lauraceae"
"738",22,36487,1.3,"Lindera","benzoin","Lauraceae"
"739",22,38300,1.280000019,"Lindera","benzoin","Lauraceae"
"740",22,39100,1.210000038,"Lindera","benzoin","Lauraceae"
"741",22,39502,1.110000038,"Lindera","benzoin","Lauraceae"
"742",22,39739,1.1,"Lindera","benzoin","Lauraceae"
"743",16,16,1.739999962,"Lindera","benzoin","Lauraceae"
"744",16,31209,1.419999981,"Lindera","benzoin","Lauraceae"
"745",22,40028,2.05,"Lindera","benzoin","Lauraceae"
"746",22,40074,1.870000076,"Lindera","benzoin","Lauraceae"
"747",22,40107,1.810000038,"Lindera","benzoin","Lauraceae"
"748",22,40132,1.779999924,"Lindera","benzoin","Lauraceae"
"749",22,40148,1.589999962,"Lindera","benzoin","Lauraceae"
"750",22,40158,1.460000038,"Lindera","benzoin","Lauraceae"
"751",22,40165,1.389999962,"Lindera","benzoin","Lauraceae"
"752",1067,36952,1.130000019,"Lindera","benzoin","Lauraceae"
"753",1068,1068,1.160000038,"Lindera","benzoin","Lauraceae"
"754",1271,37008,1.389999962,"Lindera","benzoin","Lauraceae"
"755",1271,38564,1.210000038,"Lindera","benzoin","Lauraceae"
"756",17,40026,2.160000038,"Lindera","benzoin","Lauraceae"
"757",1072,1072,1.410000038,"Lindera","benzoin","Lauraceae"
"758",1072,32206,1.380000019,"Lindera","benzoin","Lauraceae"
"759",1073,1073,1.810000038,"Lindera","benzoin","Lauraceae"
"760",1073,32207,1.729999924,"Lindera","benzoin","Lauraceae"
"761",1073,36953,1.620000076,"Lindera","benzoin","Lauraceae"
"762",1073,38532,1.589999962,"Lindera","benzoin","Lauraceae"
"763",1073,39218,1.510000038,"Lindera","benzoin","Lauraceae"
"764",1073,39576,1.260000038,"Lindera","benzoin","Lauraceae"
"765",1074,1074,2.260000038,"Lindera","benzoin","Lauraceae"
"766",1272,1272,1.7,"Lindera","benzoin","Lauraceae"
"767",1076,1076,1.829999924,"Lindera","benzoin","Lauraceae"
"768",1272,37009,1.05,"Lindera","benzoin","Lauraceae"
"769",1273,1273,1.05,"Lindera","benzoin","Lauraceae"
"770",1274,1274,1.089999962,"Lindera","benzoin","Lauraceae"
"771",1275,1275,1.280000019,"Lindera","benzoin","Lauraceae"
"772",1276,1276,2.020000076,"Lindera","benzoin","Lauraceae"
"773",1276,32293,1.4,"Lindera","benzoin","Lauraceae"
"774",1276,37010,1.060000038,"Lindera","benzoin","Lauraceae"
"775",1078,1078,1.239999962,"Lindera","benzoin","Lauraceae"
"776",1079,1079,2.279999924,"Lindera","benzoin","Lauraceae"
"777",1079,32209,1.510000038,"Lindera","benzoin","Lauraceae"
"778",1080,1080,1.410000038,"Lindera","benzoin","Lauraceae"
"779",1081,1081,1.210000038,"Lindera","benzoin","Lauraceae"
"780",1082,1082,1.879999924,"Lindera","benzoin","Lauraceae"
"781",1082,32210,1.6,"Lindera","benzoin","Lauraceae"
"782",1082,36955,1.310000038,"Lindera","benzoin","Lauraceae"
"783",22,39877,1.080000019,"Lindera","benzoin","Lauraceae"
"784",22,39966,2.5,"Lindera","benzoin","Lauraceae"
"785",1084,1084,1.979999924,"Lindera","benzoin","Lauraceae"
"786",1084,32211,1.810000038,"Lindera","benzoin","Lauraceae"
"787",1084,36956,1.610000038,"Lindera","benzoin","Lauraceae"
"788",1084,38535,1.5,"Lindera","benzoin","Lauraceae"
"789",1084,39220,1.380000019,"Lindera","benzoin","Lauraceae"
"790",1084,39578,1.319999981,"Lindera","benzoin","Lauraceae"
"791",1084,39791,1.15,"Lindera","benzoin","Lauraceae"
"792",1084,39911,1.080000019,"Lindera","benzoin","Lauraceae"
"793",1085,1085,3.029999924,"Lindera","benzoin","Lauraceae"
"794",1085,32212,2.95,"Lindera","benzoin","Lauraceae"
"795",1085,36957,2.929999924,"Lindera","benzoin","Lauraceae"
"796",1085,38536,2.479999924,"Lindera","benzoin","Lauraceae"
"797",1085,39221,1.670000076,"Lindera","benzoin","Lauraceae"
"798",1086,1086,2.429999924,"Lindera","benzoin","Lauraceae"
"799",1086,32213,1.539999962,"Lindera","benzoin","Lauraceae"
"800",1087,1087,2.05,"Lindera","benzoin","Lauraceae"
"801",1087,32214,1.060000038,"Lindera","benzoin","Lauraceae"
"802",2568,2568,1.580000019,"Lindera","benzoin","Lauraceae"
"803",2569,2569,1.560000038,"Lindera","benzoin","Lauraceae"
"804",2569,32487,1.239999962,"Lindera","benzoin","Lauraceae"
